hgnc_symbol,gene_biotype,mean.CPM,min.CPM,max.CPM,express.in.libs
ERICH5,protein_coding,0.04280255976054342,0,0.36878984159972905,3
ERICH6,protein_coding,0.10249512346580804,0,0.5195305608440639,8
ERN2,protein_coding,0.01906285432422878,0,0.17053286877883367,3
ERVMER34-1,protein_coding,0.08497998048051603,0,0.7328093161696617,4
ERVV-1,protein_coding,0.017053286877883368,0,0.34106573755766734,1
ERVV-2,protein_coding,0.006261535054666138,0,0.12523070109332277,1
ESM1,protein_coding,0.09573404199942323,0,0.9285085092976633,3
ESPN,protein_coding,0.05894027144960132,0,0.3162743203863009,7
ESRP1,protein_coding,0.013494421870614186,0,0.18439492079986453,2
ESRRB,protein_coding,0.07380375455175285,0,0.5379601627624294,7
ESRRG,protein_coding,0.0770458879871243,0,0.5496069871272463,5
ESX1,protein_coding,0,0,0,0
ETNPPL,protein_coding,0,0,0,0
EVA1A,protein_coding,0.028470318931242855,0,0.3962295250101691,2
EVPLL,protein_coding,0.052580657048962705,0,0.37569210327996827,5
EVX1,protein_coding,0.007531024703935988,0,0.15062049407871977,1
EVX2,protein_coding,0.004609873019996613,0,0.09219746039993226,1
EXD1,protein_coding,0.033808179951316616,0,0.37524366382772434,3
EXOC3L2,protein_coding,0.038401648887313206,0,0.19811476250508456,5
EXTL1,protein_coding,0.07367940060277131,0,0.36878984159972905,6
EYA1,protein_coding,0.0492140090404781,0,0.346353707229376,4
F10,protein_coding,0.07280683534201265,0,0.5129610996745151,5
F11,protein_coding,0.025324389378894918,0,0.25046140218664553,3
F13B,protein_coding,0.019320672590551362,0,0.25648054983725754,2
F2,protein_coding,0.06652057676759424,0,0.389798705921309,6
F7,protein_coding,0.08046544393906138,0,0.5531847623995936,6
F8A2,protein_coding,0,0,0,0
F9,protein_coding,0,0,0,0
FA2H,protein_coding,0.046672451508494285,0,0.34106573755766734,4
FABP1,protein_coding,0.015716391138681708,0,0.18439492079986453,2
FABP12,protein_coding,0,0,0,0
FABP2,protein_coding,0.022153406649497737,0,0.25986580394753933,2
FABP6,protein_coding,0,0,0,0
FABP7,protein_coding,0.02760498049580825,0,0.2867252959015448,3
FABP9,protein_coding,0,0,0,0
FADS6,protein_coding,0.03584168852799885,0,0.2765923811997968,4
FAIM2,protein_coding,0.05137063103498403,0,0.35864010850828626,3
FAM107A,protein_coding,0.023629588228017372,0,0.25046140218664553,3
FAM110C,protein_coding,0.09538810044956267,0,0.6092104517810283,6
FAM110D,protein_coding,0.0042746758306209595,0,0.08549351661241919,1
FAM124B,protein_coding,0.1516222689384434,0,0.5536137070369241,10
FAM131C,protein_coding,0.07740811174539024,0,0.692707414458752,4
FAM133A,protein_coding,0.05935176658748667,0,0.27680685351846207,6
FAM13C,protein_coding,0.01087140807466275,0,0.12523070109332277,2
FAM149A,protein_coding,0.1482856615384535,0,1.0153507529683805,10
FAM151A,protein_coding,0,0,0,0
FAM153B,protein_coding,0.20130999908522,0,0.7500900605120245,15
FAM162B,protein_coding,0,0,0,0
FAM163A,protein_coding,0.02223471841343817,0,0.17932005425414313,3
FAM163B,protein_coding,0.010454669308085257,0,0.11689592576177288,2
FAM166B,protein_coding,0.09775055333879834,0,0.8060470124050457,8
FAM167B,protein_coding,0.02405642787784911,0,0.2765923811997968,3
FAM170A,protein_coding,0.012758180153354622,0,0.12993290197376967,2
FAM170B,protein_coding,0.04534714598552294,0,0.4518614822361593,4
FAM178B,protein_coding,0.06997652318233667,0,0.4300879438523172,7
FAM180A,protein_coding,0,0,0,0
FAM180B,protein_coding,0.23333368944613875,0,1.0018456087465821,12
FAM181A,protein_coding,0.009219746039993227,0,0.18439492079986453,1
FAM181B,protein_coding,0.01942075973590467,0,0.17098703322483838,3
FAM183A,protein_coding,0,0,0,0
FAM184B,protein_coding,0.025869970415677478,0,0.21440850529974217,3
FAM187B,protein_coding,0.008629023849080774,0,0.1725804769816155,1
FAM189A1,protein_coding,0.03784826720952415,0,0.27680685351846207,4
FAM189A2,protein_coding,0.008966002712707156,0,0.17932005425414313,1
FAM205A,protein_coding,0.06587443119940681,0,0.7513842065599365,5
FAM205C,protein_coding,0.009219746039993227,0,0.18439492079986453,1
FAM209B,protein_coding,0.1222039330085541,0,0.7221732850092937,9
FAM217A,protein_coding,0.15878778884111625,0,0.7924590500203382,11
FAM221B,protein_coding,0.09090851538309024,0,0.5009228043732911,7
FAM227A,protein_coding,0.16165435537036374,0,0.7904158432553532,11
FAM228A,protein_coding,0.12352998021961586,0,0.7513842065599365,9
FAM229B,protein_coding,0.23072602192347855,0,0.8060470124050457,13
FAM24A,protein_coding,0,0,0,0
FAM25A,protein_coding,0,0,0,0
FAM25C,protein_coding,0,0,0,0
FAM25G,protein_coding,0,0,0,0
FAM3B,protein_coding,0.09164549974382505,0,0.9037229644723186,6
FAM3D,protein_coding,0.04016727231024708,0,0.25986580394753933,5
FAM43B,protein_coding,0.025272427288149418,0,0.2765923811997968,3
FAM47A,protein_coding,0,0,0,0
FAM47B,protein_coding,0.02030701505936761,0,0.40614030118735217,1
FAM47C,protein_coding,0.004609873019996613,0,0.09219746039993226,1
FAM71B,protein_coding,0.023059280994619374,0,0.37569210327996827,2
FAM71C,protein_coding,0.008060470124050458,0,0.16120940248100915,1
FAM71D,protein_coding,0.11996934120255238,0,0.5983065827653554,9
FAM71E2,protein_coding,0.007531024703935988,0,0.15062049407871977,1
FAM71F1,protein_coding,0.0956792469704925,0,0.5531847623995936,7
FAM78B,protein_coding,0.0921782726435767,0,0.5158380607209241,7
FAM81B,protein_coding,0.1899850168597143,0,1.014172064399255,9
FAM83A,protein_coding,0.06568834378811574,0,0.34106573755766734,6
FAM83B,protein_coding,0.032777185797739826,0,0.20633522428836962,4
FAM83C,protein_coding,0.013506970031756162,0,0.13840342675923104,2
FAM83E,protein_coding,0.15396036809446617,0,0.6325486407726018,12
FAM86B2,protein_coding,0.013575212042126179,0,0.13642629502306694,2
FAM90A1,protein_coding,0.0686550373205287,0,0.6261535054666139,5
FAM90A26,protein_coding,0,0,0,0
FAM95C,protein_coding,0.04075540204260667,0,0.3162743203863009,4
FAM9A,protein_coding,0.11577479754674869,0,0.5379601627624294,8
FAM9B,protein_coding,0.007531024703935988,0,0.15062049407871977,1
FAM9C,protein_coding,0.13579341831796776,0,1.2122379753028159,8
FANCD2OS,protein_coding,0.040672121499628795,0,0.20633522428836962,6
FANK1,protein_coding,0.07747794033798364,0,0.6496645098688483,7
FAT3,protein_coding,0.0980311862337722,0,0.5129610996745151,7
FATE1,protein_coding,0.006261535054666138,0,0.12523070109332277,1
FAXC,protein_coding,0.04183397026398148,0,0.4609873019996613,2
FBLL1,protein_coding,0.05154021472761697,0,0.3962295250101691,5
FBLN1,protein_coding,0.07592610570363768,0,0.6448376099240366,4
FBN3,protein_coding,0.01514608390528371,0,0.12523070109332277,3
FBP2,protein_coding,0.017098703322483838,0,0.34197406644967676,1
FBXL7,protein_coding,0.008884548850617572,0,0.09219746039993226,2
FBXO16,protein_coding,0.05551525668484053,0,0.5943442875152537,4
FBXO17,protein_coding,0.0817523472347905,0,0.5009228043732911,6
FBXO27,protein_coding,0.0042746758306209595,0,0.08549351661241919,1
FBXO43,protein_coding,0.10218285751522407,0,0.6453822227995258,9
FBXO47,protein_coding,0.05062811909121891,0,0.346353707229376,5
FBXW12,protein_coding,0.017515354373949077,0,0.17932005425414313,2
FCAMR,protein_coding,0.13356575262577527,0,0.5734505918030895,10
FCN2,protein_coding,0,0,0,0
FCN3,protein_coding,0,0,0,0
FDCSP,protein_coding,0.004609873019996613,0,0.09219746039993226,1
FER1L6,protein_coding,0.049565279365904165,0,0.18439492079986453,7
FERD3L,protein_coding,0.012523070109332277,0,0.25046140218664553,1
FERMT1,protein_coding,0.22489863191617118,0,1.8276313553430847,12
FETUB,protein_coding,0,0,0,0
FEV,protein_coding,0.029351921087289692,0,0.35864010850828626,3
FEZF1,protein_coding,0,0,0,0
FEZF2,protein_coding,0,0,0,0
FFAR4,protein_coding,0.23387678304321155,0,1.8443036342624908,8
FGA,protein_coding,0.030737047763066537,0,0.25046140218664553,3
FGB,protein_coding,0.07334939762518879,0,0.9688239873146173,3
FGF1,protein_coding,0.004609873019996613,0,0.09219746039993226,1
FGF10,protein_coding,0,0,0,0
FGF12,protein_coding,0.030499139128726253,0,0.25648054983725754,4
FGF14,protein_coding,0.07543297049110027,0,0.6821314751153347,4
FGF16,protein_coding,0,0,0,0
FGF17,protein_coding,0.024359690672245294,0,0.30950283643255444,3
FGF18,protein_coding,0.023388661114891574,0,0.36640465808483086,2
FGF19,protein_coding,0.015481281094659365,0,0.18439492079986453,2
FGF20,protein_coding,0,0,0,0
FGF21,protein_coding,0.012824027491862877,0,0.25648054983725754,1
FGF22,protein_coding,0.12633265881270392,0,0.6821314751153347,9
FGF23,protein_coding,0.0693084908151992,0,0.37569210327996827,6
FGF3,protein_coding,0.004609873019996613,0,0.09219746039993226,1
FGF4,protein_coding,0,0,0,0
FGF5,protein_coding,0.052847126843919075,0,0.6325486407726018,4
FGF6,protein_coding,0.005844796288088644,0,0.11689592576177288,1
FGF8,protein_coding,0.015813716019315045,0,0.3162743203863009,1
FGFBP1,protein_coding,0.011419915661875378,0,0.12523070109332277,2
FGFR4,protein_coding,0.09993698747268386,0,0.7168132397538619,6
FGG,protein_coding,0,0,0,0
FGL1,protein_coding,0.06259149984027694,0,0.3162743203863009,6
FHL5,protein_coding,0,0,0,0
FHOD3,protein_coding,0.08271189599118851,0,0.8122806023747043,6
FIBCD1,protein_coding,0.01657829626908462,0,0.20633522428836962,2
FIBIN,protein_coding,0,0,0,0
FIGLA,protein_coding,0.03252344247045375,0,0.35864010850828626,3
FIGN,protein_coding,0.1512569926929134,0,0.7168132397538619,9
FITM1,protein_coding,0.19628604741401207,0,1.2122379753028159,9
FKBP10,protein_coding,0.0667470894598038,0,0.34106573755766734,6
FKBP6,protein_coding,0.1480779040320423,0,0.9905738125254228,9
FLNC,protein_coding,0.0999385713933375,0,0.7328093161696617,7
FLRT3,protein_coding,0.03310841139784936,0,0.36640465808483086,3
FMN2,protein_coding,0.06806477264176491,0,0.6261535054666139,4
FMO1,protein_coding,0.035801405980306046,0,0.30950283643255444,3
FMO2,protein_coding,0.017769097701235144,0,0.18439492079986453,2
FMO3,protein_coding,0.01357587573270377,0,0.17932005425414313,2
FMOD,protein_coding,0.09545903623798367,0,0.5536137070369241,6
FMR1NB,protein_coding,0.012335145954671417,0,0.16120940248100915,2
FNDC1,protein_coding,0.08469276598882879,0,0.7172802170165725,5
FNDC4,protein_coding,0.1936587416069436,0,2.293802367212358,5
FNDC7,protein_coding,0.025887071547242325,0,0.5177414309448465,1
FNDC8,protein_coding,0.009156195578356294,0,0.1725804769816155,2
FOLH1,protein_coding,0.009219746039993227,0,0.18439492079986453,1
FOLR1,protein_coding,0.09985279329712247,0,0.7924590500203382,5
FOXA1,protein_coding,0.036072383228426284,0,0.20273712842600128,5
FOXA2,protein_coding,0.008526643438941684,0,0.17053286877883367,1
FOXA3,protein_coding,0.020470268744102287,0,0.20633522428836962,2
FOXB1,protein_coding,0.0619478888542995,0,0.5195305608440639,5
FOXB2,protein_coding,0.004609873019996613,0,0.09219746039993226,1
FOXC2,protein_coding,0.01087140807466275,0,0.12523070109332277,2
FOXD1,protein_coding,0.07871665114037407,0,0.3744996350501056,7
FOXD3,protein_coding,0,0,0,0
FOXE1,protein_coding,0.06839358193727103,0,0.5068428210650032,4
FOXE3,protein_coding,0.014746729441296676,0,0.20273712842600128,2
FOXF1,protein_coding,0.07436339723289288,0,0.389798705921309,6
FOXF2,protein_coding,0.008629023849080774,0,0.1725804769816155,1
FOXG1,protein_coding,0.032100398489737975,0,0.35864010850828626,3
FOXH1,protein_coding,0.05274745154587131,0,0.3051735939237758,4
FOXI1,protein_coding,0.09441740490946005,0,0.7531024703935989,6
FOXI2,protein_coding,0.07374093283537794,0,0.5009228043732911,6
FOXI3,protein_coding,0.013065238616866762,0,0.15813716019315044,2
FOXL1,protein_coding,0.029934262398891534,0,0.25046140218664553,4
FOXL2,protein_coding,0.04091388608955391,0,0.5943442875152537,3
FOXL2NB,protein_coding,0.018784605163998415,0,0.37569210327996827,1
FOXN1,protein_coding,0.02003152452678352,0,0.18320232904241543,3
FOXN4,protein_coding,0,0,0,0
FOXO6,protein_coding,0.07721996650746737,0,0.40614030118735217,7
FOXQ1,protein_coding,0.024908443307436984,0,0.23379185152354576,3
FOXR1,protein_coding,0.006261535054666138,0,0.12523070109332277,1
FOXR2,protein_coding,0.006261535054666138,0,0.12523070109332277,1
FOXS1,protein_coding,0.02809119588641047,0,0.4300879438523172,2
FREM2,protein_coding,0.07632785605087106,0,0.7513842065599365,5
FREM3,protein_coding,0.06760302799780181,0,0.7328093161696617,3
FRG2,protein_coding,0.02922398144044322,0,0.5844796288088644,1
FRG2B,protein_coding,0,0,0,0
FRG2C,protein_coding,0.01770946811336269,0,0.18320232904241543,2
FRMD1,protein_coding,0.04904931671676463,0,0.2765923811997968,5
FRMD7,protein_coding,0.13289180953488203,0,0.6325486407726018,9
FRMPD1,protein_coding,0.014501484648480232,0,0.10316761214418481,3
FRMPD2,protein_coding,0.06874841205427092,0,0.35864010850828626,7
FRMPD4,protein_coding,0.008526643438941684,0,0.17053286877883367,1
FRRS1L,protein_coding,0.023507920290636485,0,0.36878984159972905,2
FRZB,protein_coding,0.01174517930100385,0,0.1317359738758922,2
FSCB,protein_coding,0.009219746039993227,0,0.18439492079986453,1
FSCN2,protein_coding,0.18965134223903873,0,1.1886885750305074,12
FSCN3,protein_coding,0.13257158065833374,0,0.6593464561473275,8
FSD1,protein_coding,0.06797905690321787,0,0.5068428210650032,6
FSHB,protein_coding,0.01713294312932889,0,0.25046140218664553,2
FSHR,protein_coding,0.035788296154026976,0,0.40614030118735217,3
FSTL4,protein_coding,0.13987440203074877,0,0.5536137070369241,11
FSTL5,protein_coding,0.023629588228017372,0,0.25046140218664553,3
FTCD,protein_coding,0.029257456707039213,0,0.3224188049620183,3
FTHL17,protein_coding,0.018784605163998415,0,0.37569210327996827,1
FTMT,protein_coding,0.02009115411465598,0,0.2765923811997968,2
FUT3,protein_coding,0.028551853682905515,0,0.19811476250508456,4
FUT5,protein_coding,0,0,0,0
FUT6,protein_coding,0.13530227087733263,0,0.3962295250101691,13
FUT9,protein_coding,0.06224600215234624,0,0.6261535054666139,5
FXYD1,protein_coding,0.05273033925846556,0,0.36878984159972905,4
FXYD3,protein_coding,0.04482343932897199,0,0.2765923811997968,5
FXYD4,protein_coding,0,0,0,0
FXYD6-FXYD2,protein_coding,0,0,0,0
FZD10,protein_coding,0.024421349270505068,0,0.3962295250101691,2
G6PC2,protein_coding,0.012106331342754783,0,0.12523070109332277,2
GAB4,protein_coding,0.013661259406724531,0,0.173176853614688,2
GABBR2,protein_coding,0.06548806432494315,0,0.37569210327996827,6
GABRA1,protein_coding,0.04666325908930685,0,0.6453822227995258,3
GABRA2,protein_coding,0.0702956412191954,0,0.5129610996745151,5
GABRA3,protein_coding,0.01937325356967703,0,0.20307015059367609,2
GABRA4,protein_coding,0.04206383414842451,0,0.36878984159972905,4
GABRA5,protein_coding,0,0,0,0
GABRA6,protein_coding,0.02989112328268351,0,0.37569210327996827,3
GABRB1,protein_coding,0.02579178581006329,0,0.25046140218664553,3
GABRB2,protein_coding,0.06627690628485569,0,0.34106573755766734,6
GABRB3,protein_coding,0.05898732934382248,0,0.35864010850828626,6
GABRD,protein_coding,0.007168132397538619,0,0.1433626479507724,1
GABRE,protein_coding,0.050684560989762574,0,0.4518614822361593,4
GABRG1,protein_coding,0.035114442652286144,0,0.2765923811997968,4
GABRG2,protein_coding,0.02359787268719569,0,0.36878984159972905,2
GABRG3,protein_coding,0.06120803402568771,0,0.345160953963231,6
GABRP,protein_coding,0.02009115411465598,0,0.2765923811997968,2
GABRQ,protein_coding,0.01357587573270377,0,0.17932005425414313,2
GABRR1,protein_coding,0.022938175690862705,0,0.20273712842600128,3
GABRR3,protein_coding,0.012824027491862877,0,0.25648054983725754,1
GAD2,protein_coding,0.10029904183163842,0,0.6453822227995258,5
GADL1,protein_coding,0.09916884700727911,0,0.6261535054666139,7
GAGE1,protein_coding,0.011562889027662244,0,0.12523070109332277,2
GAGE10,protein_coding,0,0,0,0
GAGE12B,protein_coding,0,0,0,0
GAGE12C,protein_coding,0,0,0,0
GAGE12D,protein_coding,0,0,0,0
GAGE12E,protein_coding,0,0,0,0
GAGE12F,protein_coding,0,0,0,0
GAGE12G,protein_coding,0,0,0,0
GAGE12H,protein_coding,0,0,0,0
GAGE12J,protein_coding,0,0,0,0
GAGE13,protein_coding,0.010913224498738676,0,0.11689592576177288,2
GAGE2A,protein_coding,0.008060470124050458,0,0.16120940248100915,1
GAGE2E,protein_coding,0.003918392066997121,0,0.07836784133994242,1
GAL3ST1,protein_coding,0.05341999487473304,0,0.346353707229376,6
GAL3ST3,protein_coding,0,0,0,0
GALNT13,protein_coding,0.024742843558728515,0,0.2765923811997968,3
GALNT15,protein_coding,0.032148606601908464,0,0.5177414309448465,2
GALNT16,protein_coding,0.1569646777582447,0,1.2184209035620566,10
GALNT18,protein_coding,0.042573774868011484,0,0.36878984159972905,4
GALNT5,protein_coding,0.051809221490197455,0,0.40614030118735217,4
GALNT9,protein_coding,0.042193245166630776,0,0.5379601627624294,3
GALNTL5,protein_coding,0,0,0,0
GALNTL6,protein_coding,0.0888689166937791,0,0.5068428210650032,8
GALP,protein_coding,0,0,0,0
GALR1,protein_coding,0.05495543025461422,0,0.37569210327996827,6
GALR2,protein_coding,0.06680059155163731,0,0.345160953963231,6
GALR3,protein_coding,0.02290477008614415,0,0.18439492079986453,3
GAP43,protein_coding,0.03425917229848496,0,0.19811476250508456,5
GAPDHS,protein_coding,0.034080614380785586,0,0.3684770565995267,3
GAS1,protein_coding,0.15896027307953006,0,0.5195305608440639,10
GAS2,protein_coding,0.10676764732268272,0,0.41267044857673923,7
GAS2L2,protein_coding,0.01868015096862549,0,0.20307015059367609,2
GAST,protein_coding,0,0,0,0
GATA4,protein_coding,0,0,0,0
GATA5,protein_coding,0.034971349103035156,0,0.17098703322483838,5
GBX1,protein_coding,0.07345105795552669,0,0.5269438955035688,6
GBX2,protein_coding,0,0,0,0
GC,protein_coding,0,0,0,0
GCG,protein_coding,0.023360238377149976,0,0.34197406644967676,2
GCGR,protein_coding,0.03798893319968195,0,0.345160953963231,3
GCK,protein_coding,0,0,0,0
GCM1,protein_coding,0.04525929196932883,0,0.5195305608440639,3
GCM2,protein_coding,0.03911699854267712,0,0.3952079216276766,3
GCNT3,protein_coding,0.08920522896724815,0,0.36878984159972905,8
GDF1,protein_coding,0.07286194843348832,0,0.25887071547242324,12
GDF10,protein_coding,0.011565073309338515,0,0.12993290197376967,2
GDF2,protein_coding,0,0,0,0
GDF3,protein_coding,0.012523070109332277,0,0.25046140218664553,1
GDF5,protein_coding,0.014965068780652072,0,0.29930137561304143,1
GDF6,protein_coding,0.05028323477987009,0,0.36878984159972905,4
GDNF,protein_coding,0.06742162172237576,0,0.6453822227995258,5
GDPD2,protein_coding,0.01267034314404707,0,0.16120940248100915,2
GFRA1,protein_coding,0.06281344774008944,0,0.5009228043732911,6
GFRA3,protein_coding,0.015813716019315045,0,0.3162743203863009,1
GFRA4,protein_coding,0,0,0,0
GFRAL,protein_coding,0.04471421189784054,0,0.30950283643255444,4
GFY,protein_coding,0.04150445488647921,0,0.4609873019996613,3
GGT2,protein_coding,0.043904920892969504,0,0.25547063023037847,5
GGT6,protein_coding,0.015475141821627722,0,0.30950283643255444,1
GGTLC1,protein_coding,0.03247019588282851,0,0.20083846076464032,4
GGTLC2,protein_coding,0.020831833798418513,0,0.201395998059343,3
GGTLC3,protein_coding,0.006574611807399445,0,0.1314922361479889,1
GH1,protein_coding,0.08272516022681961,0,0.7328093161696617,5
GH2,protein_coding,0,0,0,0
GHR,protein_coding,0.06305904621284024,0,0.6325486407726018,6
GHRH,protein_coding,0,0,0,0
GHRHR,protein_coding,0,0,0,0
GHSR,protein_coding,0.11800817893962105,0,1.0390611216881278,5
GIMD1,protein_coding,0,0,0,0
GIP,protein_coding,0,0,0,0
GIPC2,protein_coding,0.0828652213911652,0,0.9160116452120771,6
GJA1,protein_coding,0.28201496637737444,0,2.3816302775514004,11
GJA10,protein_coding,0.02436582994527694,0,0.2765923811997968,3
GJA5,protein_coding,0.026691463173655935,0,0.37569210327996827,2
GJA8,protein_coding,0.006261535054666138,0,0.12523070109332277,1
GJB1,protein_coding,0.023971003168028828,0,0.18320232904241543,3
GJB4,protein_coding,0.09324123622898908,0,0.5195305608440639,6
GJB5,protein_coding,0.024086152081129415,0,0.3962295250101691,2
GJB7,protein_coding,0.16503651052050303,0,0.5844796288088644,12
GJC3,protein_coding,0.035318691882029275,0,0.2765923811997968,3
GJD2,protein_coding,0.019398051513604436,0,0.17053286877883367,3
GJD4,protein_coding,0,0,0,0
GJE1,protein_coding,0,0,0,0
GK2,protein_coding,0.004609873019996613,0,0.09219746039993226,1
GKN1,protein_coding,0,0,0,0
GKN2,protein_coding,0.008966002712707156,0,0.17932005425414313,1
GLDN,protein_coding,0.14433806632251944,0,0.5943442875152537,11
GLI2,protein_coding,0.02130753181459654,0,0.17098703322483838,3
GLIPR1L1,protein_coding,0.06489141233179016,0,0.3224188049620183,7
GLIS1,protein_coding,0.10930191083471591,0,0.8122806023747043,6
GLOD5,protein_coding,0,0,0,0
GLP1R,protein_coding,0.03249233743244957,0,0.37569210327996827,3
GLP2R,protein_coding,0.07595467820403619,0,0.41521028027769313,6
GLRA2,protein_coding,0,0,0,0
GLRA3,protein_coding,0.09104649154703731,0,0.34197406644967676,8
GLRB,protein_coding,0.014810886715908057,0,0.17098703322483838,2
GLT6D1,protein_coding,0,0,0,0
GLYAT,protein_coding,0.03988599817913211,0,0.41521028027769313,3
GLYATL1,protein_coding,0.21376452935562043,0,1.783032862545761,7
GLYATL2,protein_coding,0.02575740957298225,0,0.17932005425414313,4
GLYATL3,protein_coding,0,0,0,0
GML,protein_coding,0.020453617635718544,0,0.20633522428836962,2
GMNC,protein_coding,0.046381157219105795,0,0.3041056926390019,5
GNAT1,protein_coding,0.006261535054666138,0,0.12523070109332277,1
GNAT2,protein_coding,0,0,0,0
GNAT3,protein_coding,0,0,0,0
GNB3,protein_coding,0.033626793448668105,0,0.39572901545489997,2
GNG13,protein_coding,0.013905266412139102,0,0.16120940248100915,2
GNG8,protein_coding,0,0,0,0
GNGT1,protein_coding,0.028273604522675147,0,0.25046140218664553,3
GNRH2,protein_coding,0.08110979548825614,0,0.4609873019996613,7
GOLGA6A,protein_coding,0.16486014579904806,0,0.8454507118673789,8
GOLGA6B,protein_coding,0.09507501632180614,0,0.692707414458752,5
GOLGA6C,protein_coding,0.05817430370130429,0,0.5943442875152537,3
GOLGA6D,protein_coding,0.04167581393717427,0,0.37569210327996827,6
GOLGA6L1,protein_coding,0.014287090423211756,0,0.28574180846423514,1
GOLGA6L2,protein_coding,0.11556825462749892,0,0.6453822227995258,8
GOLGA8F,protein_coding,0.11472002514071389,0,1.5552008856649138,5
GOLGA8G,protein_coding,0.16006302162610395,0,1.255240379779002,9
GOLT1A,protein_coding,0,0,0,0
GOT1L1,protein_coding,0.010454669308085257,0,0.11689592576177288,2
GP2,protein_coding,0.03502892707364742,0,0.25648054983725754,4
GP9,protein_coding,0.054541908971313315,0,0.2765923811997968,6
GPC3,protein_coding,0.016167273179920366,0,0.19811476250508456,2
GPC6,protein_coding,0.04582337536607685,0,0.40614030118735217,3
GPHA2,protein_coding,0.04219534376221933,0,0.27680685351846207,5
GPHB5,protein_coding,0,0,0,0
GPM6A,protein_coding,0.09753360204236501,0,0.8629023849080775,8
GPR101,protein_coding,0.027136507999104005,0,0.18439492079986453,4
GPR119,protein_coding,0,0,0,0
GPR12,protein_coding,0.038917575702730314,0,0.37569210327996827,4
GPR139,protein_coding,0,0,0,0
GPR142,protein_coding,0.005844796288088644,0,0.11689592576177288,1
GPR143,protein_coding,0.09998712110083566,0,0.5536137070369241,8
GPR148,protein_coding,0,0,0,0
GPR149,protein_coding,0,0,0,0
GPR152,protein_coding,0.2253541953220232,0,1.334141203650825,13
GPR158,protein_coding,0.04861232364588985,0,0.40614030118735217,4
GPR17,protein_coding,0.042030254251391605,0,0.36878984159972905,4
GPR176,protein_coding,0.21880681342032635,0,0.6024819763148791,17
GPR20,protein_coding,0,0,0,0
GPR25,protein_coding,0.17715528146202394,0,0.4744114805794513,12
GPR26,protein_coding,0.04606407827447726,0,0.3962295250101691,5
GPR3,protein_coding,0.1135497378743141,0,0.3952079216276766,11
GPR32,protein_coding,0,0,0,0
GPR33,protein_coding,0.04344401500530915,0,0.389798705921309,4
GPR37,protein_coding,0.010536210885287098,0,0.12523070109332277,2
GPR39,protein_coding,0.0042746758306209595,0,0.08549351661241919,1
GPR4,protein_coding,0.022356262498931523,0,0.2765923811997968,2
GPR42,protein_coding,0.06074345622417389,0,0.5017692678277034,7
GPR45,protein_coding,0.15255802653049771,0,0.7172802170165725,11
GPR50,protein_coding,0,0,0,0
GPR6,protein_coding,0.006261535054666138,0,0.12523070109332277,1
GPR62,protein_coding,0,0,0,0
GPR63,protein_coding,0.10551333893239832,0,0.40547425685200256,10
GPR78,protein_coding,0.031007994570312534,0,0.2765923811997968,3
GPR87,protein_coding,0.060316193405854694,0,0.9160116452120771,3
GPR88,protein_coding,0.06275073185457841,0,0.7513842065599365,4
GPRC5B,protein_coding,0.07927400047920861,0,0.6223328576995428,7
GPRC6A,protein_coding,0.004609873019996613,0,0.09219746039993226,1
GPRIN2,protein_coding,0,0,0,0
GPX5,protein_coding,0.013494421870614186,0,0.18439492079986453,2
GPX6,protein_coding,0.01343479228274173,0,0.18320232904241543,2
GPX8,protein_coding,0.03707972023812434,0,0.19811476250508456,5
GRB14,protein_coding,0.09443079076827149,0,0.3962295250101691,8
GRB7,protein_coding,0.030725097923979663,0,0.173176853614688,5
GREM2,protein_coding,0.14004316945744394,0,0.5195305608440639,8
GRHL2,protein_coding,0.0569628004853867,0,0.34197406644967676,6
GRHL3,protein_coding,0.045435133169740696,0,0.30950283643255444,5
GRIA1,protein_coding,0.01087140807466275,0,0.12523070109332277,2
GRIA2,protein_coding,0.07576057016681395,0,0.2765923811997968,8
GRIA3,protein_coding,0.0631838573964734,0,0.4609873019996613,5
GRIA4,protein_coding,0.09819318968492363,0,0.5536137070369241,8
GRID1,protein_coding,0.016029788681871993,0,0.12523070109332277,3
GRID2,protein_coding,0.04662554149076378,0,0.36640465808483086,4
GRID2IP,protein_coding,0.15280731140915843,0,0.6190056728651089,10
GRIFIN,protein_coding,0.010226808817859272,0,0.10316761214418481,2
GRIK2,protein_coding,0.033601173691779854,0,0.25648054983725754,4
GRIK3,protein_coding,0.0891275711626013,0,0.6496645098688483,6
GRK1,protein_coding,0.019580088891171576,0,0.25986580394753933,2
GRK7,protein_coding,0.05112262639682193,0,0.23379185152354576,7
GRM1,protein_coding,0.08339947762922617,0,0.690321907926462,7
GRM3,protein_coding,0.08562222032832711,0,0.5197316078950787,7
GRM4,protein_coding,0.0468653391732438,0,0.5009228043732911,4
GRM5,protein_coding,0.006496645098688483,0,0.12993290197376967,1
GRM6,protein_coding,0.05789449023649834,0,0.346353707229376,5
GRM7,protein_coding,0.028539832791353987,0,0.17053286877883367,4
GRM8,protein_coding,0.033535326353271604,0,0.25046140218664553,4
GRP,protein_coding,0,0,0,0
GRXCR1,protein_coding,0,0,0,0
GRXCR2,protein_coding,0.004609873019996613,0,0.09219746039993226,1
GSC,protein_coding,0.017236932552380034,0,0.20633522428836962,2
GSC2,protein_coding,0.009905738125254228,0,0.19811476250508456,1
